Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,BounceRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor
1,13.0,0,0.0,13,0.0,0.0,0.0,1,1,7,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,21.0,0,0.0,16,0.0,0.0,0.0,1,1,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,34,0.021764706,0.0,0.0,1,1,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,24,0.008333333,0.0,0.0,1,1,2,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,21,0.0,0.0,0.0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,28,0.008928571,0.0,0.0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.016666667,0.0,0.0,1,1,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,1,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,168.0,0,0.0,31,0.006666667,0.0,0.0,2,1,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,9,0.022222222,0.0,0.0,1,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,8,0.0375,0.0,0.0,2,1,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,27,0.0,0.0,0.0,1,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,90.0,0,0.0,4,0.0,0.0,0.0,1,1,5,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,2,0.0,0.0,0.0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,95.0,0,0.0,10,0.0,0.0,0.0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,30.0,0,0.0,24,0.008333333,0.0,0.0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,2,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,199.0,0,0.0,10,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,161.0,0,0.0,28,0.0,0.0,0.0,0,1,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,88.0,0,0.0,34,0.002564103,0.0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,3,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,1,0.0,0.0,0.0,2,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,3,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,65.0,0,0.0,13,0.0,0.0,0.0,0,1,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.0,0,0.0,9,0.0,0.0,0.0,2,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,8,0.0,0.0,0.0,1,1,2,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,52.0,0,0.0,21,0.004,0.0,0.0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,5.0,0,0.0,17,0.0,0.0,0.0,1,1,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,26,0.024871795,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,20,0.0,0.0,0.0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,22.0,0,0.0,26,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,6,0.0,0.0,0.0,1,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,40,0.01475,0.0,0.0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.018181818,0.0,0.0,1,1,7,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,3,0.0,0.0,0.0,1,1,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,30,0.025,0.0,0.0,1,1,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,16,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.027272727,0.0,0.0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,40.16666667,0,0.0,41,0.057142857,0.0,0.0,1,1,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,29,0.006896552,0.0,0.0,1,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,42.0,0,0.0,41,0.0,0.0,0.0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,10,0.0,0.0,0.0,1,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.028571429,0.0,0.0,1,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,8,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,25.0,0,0.0,20,0.012698413,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,35.0,0,0.0,44,0.022727273,0.0,0.0,1,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,29.0,0,0.0,8,0.0,0.0,0.0,1,1,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,14,0.0,0.0,0.0,1,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,1,1,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,62.0,0,0.0,13,0.0,0.0,0.0,1,1,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,37.0,0,0.0,53,0.001960784,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,8,0.0,0.0,0.0,2,1,3,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,52.0,0,0.0,16,0.0,0.0,0.0,1,1,0,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,14,0.0,0.0,0.0,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,16,0.0375,0.0,0.0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,6,0.0,0.0,0.0,2,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,13.0,0,0.0,14,0.0,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,12,0.0,0.0,0.0,1,1,6,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,101.0,0,0.0,14,0.0,0.0,0.0,2,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,29,0.013793103,0.0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,82.0,0,0.0,32,0.011764706,0.0,0.0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,12,0.016666667,0.0,0.0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,105.0,0,0.0,19,0.0,0.0,0.0,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,37.5,0,0.0,10,0.0,0.0,0.0,2,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,1,1,2,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,4,0.05,0.0,0.0,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,19,0.0,0.0,0.0,1,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,6,0.0,0.0,0.0,1,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,105.0,0,0.0,37,0.006766917,0.0,0.0,1,1,6,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,37.0,0,0.0,23,0.053333333,0.0,0.0,2,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,2,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,25,0.056,0.0,0.0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.04,0.0,0.0,1,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,14,0.0,0.0,0.0,1,1,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,24,0.051388889,0.0,0.0,1,1,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,36.0,0,0.0,19,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,19.0,0,0.0,23,0.028571429,0.0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,48,0.020138889,0.0,0.0,2,1,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,24,0.0,0.0,0.0,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,124.0,0,0.0,13,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,6,0.033333333,0.0,0.0,1,1,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,31,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,45.0,0,0.0,22,0.01,0.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,18,0.022222222,0.0,0.0,1,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.02,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.0,0,0.0,11,0.0,0.0,0.0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,1,1,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,43,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,8,0.05,0.0,0.0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,1,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,135.0,0,0.0,25,0.008,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,3,1,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,64.0,0,0.0,54,0.001282051,0.0,0.0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,42.0,0,0.0,10,0.022222222,0.0,0.0,2,1,7,14,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,172.0,0,0.0,61,0.001111111,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.054545455,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,22,0.00952381,0.0,0.0,2,1,2,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,52.33333333,0,0.0,2,0.0,0.0,0.0,1,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,14,0.014285714,0.0,0.0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,6,0.0,0.0,0.0,1,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.04,0.0,0.0,1,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,111.0,0,0.0,25,0.0,0.0,0.0,1,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,97.0,0,0.0,4,0.0,0.0,0.0,1,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,11,0.0,0.0,0.0,1,1,6,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,149.0,0,0.0,25,0.014814815,0.0,0.0,2,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,14,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,49.75,0,0.0,59,0.0,0.0,0.0,2,1,6,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,10,0.0,0.0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,149.6666667,0,0.0,4,0.0,0.0,0.0,2,1,5,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,172.0,0,0.0,11,0.033333333,0.0,0.0,1,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,11,0.0,0.0,0.0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,6,0.0,0.0,0.0,3,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,26.0,0,0.0,18,0.0,0.0,0.0,1,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,10.66666667,0,0.0,34,0.017142857,0.0,0.0,2,1,3,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,106.5,0,0.0,3,0.0,0.0,0.0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,41,0.009756098,0.0,0.0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,19.5,0,0.0,16,0.0,0.0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,15,0.0,0.0,0.0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,55.0,0,0.0,48,0.015833333,0.0,0.0,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.04,0.0,0.0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,81.0,0,0.0,19,0.0,0.0,0.0,2,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,42,0.009340659,0.0,0.0,1,1,3,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,29.33333333,0,0.0,35,0.011428571,0.0,0.0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,130.5,0,0.0,6,0.0,0.0,0.0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,69.0,0,0.0,25,0.0,0.0,0.0,1,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,31,0.006896552,0.0,0.0,2,1,2,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.009090909,0.0,0.0,1,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,57.5,0,0.0,10,0.047619048,0.0,0.0,2,1,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8,152.3333333,0,0.0,25,0.0,0.0,0.0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,13,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,5,0.0,0.0,0.0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,70.0,0,0.0,11,0.014285714,0.0,0.0,1,1,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,47,0.042553191,0.0,0.0,2,1,5,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,58.0,0,0.0,2,0.0,0.0,0.0,2,1,2,18,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,11,0.0,0.0,0.0,1,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,25.08333333,0,0.0,25,0.0,0.0,0.0,1,1,2,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,51.0,0,0.0,26,0.007407407,0.0,0.0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.018181818,0.0,0.0,1,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,15,0.0,0.0,0.0,1,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,46.0,0,0.0,17,0.027777778,0.0,0.0,2,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,20,0.022222222,0.0,0.0,1,1,8,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,77.0,0,0.0,42,0.000757576,0.0,0.0,1,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,33.0,0,0.0,13,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,42.0,0,0.0,10,0.0,0.0,0.0,1,1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,23,0.0,0.0,0.0,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,8,0.0,0.0,0.0,2,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,15,0.048888889,0.0,0.0,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,16,0.025,0.0,0.0,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,15,0.0,0.0,0.0,1,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,1,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,27,0.014814815,0.0,0.0,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,91.5,0,0.0,9,0.018181818,0.0,0.0,2,1,8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,8,0.0,0.0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,42,0.0,0.0,0.0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.007142857,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,8,0.0125,0.0,0.0,1,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,20,0.011111111,0.0,0.0,2,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,40.0,0,0.0,10,0.0,0.0,0.0,3,1,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,20.0,0,0.0,8,0.0,0.0,0.0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,100.0,0,0.0,8,0.0,0.0,0.0,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,10.0,0,0.0,11,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,47.0,0,0.0,19,0.0,0.0,0.0,1,1,5,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,108.0,0,0.0,8,0.033333333,0.0,0.0,2,1,2,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,25,0.036,0.0,0.0,1,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,5,0.0,0.0,0.0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,30.5,0,0.0,23,0.008333333,0.0,0.0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,12,0.0,0.0,0.0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,94.0,0,0.0,19,0.0,0.0,0.0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,18,0.0,0.0,0.0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,1,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,43.0,0,0.0,17,0.0,0.0,0.0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,113.5,0,0.0,24,0.016666667,0.0,0.0,2,1,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,2,0.0,0.0,0.0,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,37.33333333,0,0.0,31,0.0,0.0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,17,0.039215686,0.0,0.0,2,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.0,0.0,0.0,1,1,3,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7,53.25,0,0.0,42,0.004347826,0.0,0.0,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,31,0.0,0.0,0.0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,39.0,0,0.0,9,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,20.0,0,0.0,24,0.018181818,0.0,0.0,1,1,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,23,0.002173913,0.0,0.0,1,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,4,0.0,0.0,0.0,2,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,5.0,0,0.0,44,0.025,0.0,0.0,1,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,19,0.044736842,0.0,0.0,1,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,81.0,0,0.0,18,0.01,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,6,0.0,0.0,0.0,1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,14,0.042857143,0.0,0.0,3,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,7,0.0,0.0,0.0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.0,0.0,0.0,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,6,0.04,0.0,0.0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,133.0,0,0.0,16,0.0,0.0,0.0,2,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,37,0.016190476,0.0,0.0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,74.0,0,0.0,21,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,10.0,0,0.0,16,0.053333333,0.0,0.0,1,1,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7,71.0,0,0.0,34,0.004878049,0.0,0.0,1,1,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,8,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,39,0.005128205,0.0,0.0,3,1,2,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,3,0.0,0.0,0.0,2,1,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,28.0,0,0.0,19,0.0,0.0,0.0,1,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
